Dataset,Convolution,Aggregator,Iteration,MAE,RMSE,Maximum error,R2
alchemy_full,GIN,GRU,2,13.271069,46.753563,1973.612,0.99427058
alchemy_full,GIN,GRU,4,14.3158245,47.423954,1420.0337,0.994398111
alchemy_full,GIN,GRU,1,13.490233,47.705524,1365.7766,0.994039864
alchemy_full,GIN,GRU,0,12.850976,45.312977,1912.4526,0.994218416
alchemy_full,GIN,Max,3,27.24484,77.9645,2150.8984,0.991338275
alchemy_full,GIN,Max,2,21.417286,61.263245,2698.8867,0.992806974
alchemy_full,GIN,Max,4,45.0368,118.848076,1735.3713,0.987625632
alchemy_full,GIN,Max,1,35.949997,98.75822,1537.6901,0.989898101
alchemy_full,GIN,Max,0,27.887642,78.31647,2895.9524,0.990865507
alchemy_full,GAT,Mean,3,56.1933,135.55652,2404.499,0.970253155
alchemy_full,GAT,Mean,2,51.6435,136.26869,3068.457,0.965962466
alchemy_full,GAT,Mean,4,57.568676,147.00955,2628.313,0.965198939
alchemy_full,GAT,Mean,1,57.915787,147.39111,2345.1462,0.965178374
alchemy_full,GAT,Mean,0,57.799366,137.17155,3024.1504,0.969162511
alchemy_full,GAT,Dense,3,17.320332,49.949135,1283.8599,0.994798178
alchemy_full,GAT,Dense,2,15.575927,47.398556,2317.534,0.995098745
alchemy_full,GAT,Dense,4,17.181644,49.80799,1371.9824,0.995339191
alchemy_full,GAT,Dense,1,14.893165,44.409916,1163.8647,0.995395189
alchemy_full,GAT,Dense,0,14.380054,44.93163,2041.3589,0.995164717
alchemy_full,GAT,Sum,3,48.20219,118.74133,2506.396,0.980843097
alchemy_full,GAT,Sum,2,50.06542,119.93556,3047.1206,0.980870056
alchemy_full,GAT,Sum,4,44.26879,113.18343,2481.0483,0.980332142
alchemy_full,GAT,Sum,1,46.57161,114.714386,2041.436,0.980444251
alchemy_full,GAT,Sum,0,44.871574,110.32161,2986.6484,0.980341473
alchemy_full,GAT,Set Transformer,3,15.799353,47.545506,901.43384,0.996711731
alchemy_full,GAT,Set Transformer,2,16.218073,50.270187,2178.3008,0.996167996
alchemy_full,GAT,Set Transformer,4,34.885147,80.005455,1482.1226,0.984927261
alchemy_full,GAT,Set Transformer,1,12.414465,37.896706,1248.1753,0.997064631
alchemy_full,GAT,Set Transformer,0,18.287912,52.74609,1231.2244,0.996604914
alchemy_full,GAT,GRU,3,17.557503,50.48472,930.4862,0.996573479
alchemy_full,GAT,GRU,2,15.119732,48.02191,1377.8577,0.996091448
alchemy_full,GAT,GRU,4,15.339512,46.442688,1408.7115,0.996916962
alchemy_full,GAT,GRU,1,17.024273,48.366787,1155.388,0.997132395
alchemy_full,GAT,GRU,0,15.762674,48.387093,1439.8774,0.996093298
alchemy_full,GAT,Max,3,94.99065,197.72563,2881.2183,0.97185887
alchemy_full,GAT,Max,2,73.86476,152.80496,2240.5427,0.989757002
alchemy_full,GAT,Max,4,72.79859,154.34425,2229.7644,0.989028592
alchemy_full,GAT,Max,1,74.12755,153.8388,2274.662,0.989396664
alchemy_full,GAT,Max,0,77.302826,162.23795,2109.567,0.987936759
alchemy_full,GCN,Mean,3,28.131172,90.65126,2125.9048,0.9754835
alchemy_full,GCN,Mean,2,28.32661,91.233696,2687.7505,0.975424305
alchemy_full,GCN,Mean,4,29.790491,94.52137,2247.2964,0.973426585
alchemy_full,GCN,Mean,1,29.581581,94.59467,2018.2139,0.973529239
alchemy_full,GCN,Mean,0,28.713804,92.10526,2589.2537,0.974759552
alchemy_full,GCN,Dense,3,12.329221,36.42276,982.5941,0.996102713
alchemy_full,GCN,Dense,2,12.375134,35.535496,1347.404,0.996567544
alchemy_full,GCN,Dense,4,13.400369,38.5345,1417.3582,0.995641265
alchemy_full,GCN,Dense,1,13.67147,38.87283,1078.368,0.996303316
alchemy_full,GCN,Dense,0,11.966135,36.997814,1272.8916,0.996441488
alchemy_full,GCN,Sum,3,17.740395,74.397964,2351.8938,0.984437448
alchemy_full,GCN,Sum,2,18.498878,70.258835,2646.9258,0.985268562
alchemy_full,GCN,Sum,4,17.303375,68.27474,1985.7354,0.986183507
alchemy_full,GCN,Sum,1,17.398535,71.32668,1814.3944,0.984881782
alchemy_full,GCN,Sum,0,17.944925,71.60622,2684.4316,0.984724339
alchemy_full,GCN,Set Transformer,3,9.554987,28.733253,1209.2114,0.997704954
alchemy_full,GCN,Set Transformer,2,9.376104,28.180462,1253.4225,0.997718155
alchemy_full,GCN,Set Transformer,4,9.089348,29.087957,1204.8749,0.997655973
alchemy_full,GCN,Set Transformer,1,10.063413,29.156794,817.09094,0.997577155
alchemy_full,GCN,Set Transformer,0,9.823178,28.987793,1139.2214,0.997705838
alchemy_full,GCN,GRU,3,9.640811,30.871376,983.5819,0.997251657
alchemy_full,GCN,GRU,2,9.785205,31.299637,1254.9117,0.997474696
alchemy_full,GCN,GRU,4,9.373424,29.014482,932.1194,0.99751607
alchemy_full,GCN,GRU,1,8.301574,27.156582,892.869,0.99783408
alchemy_full,GCN,GRU,0,9.140904,29.888445,1169.2291,0.997421763
alchemy_full,GCN,Max,3,19.16806,51.888176,1639.4535,0.99199384
alchemy_full,GCN,Max,2,18.957663,50.45013,1562.6124,0.992523018
alchemy_full,GCN,Max,4,18.55984,49.096554,1750.8711,0.992846487
alchemy_full,GCN,Max,1,18.755625,50.279385,1493.2411,0.992592457
alchemy_full,GCN,Max,0,19.05516,51.480755,1542.8212,0.992250346
alchemy_full,GATv2,Mean,3,48.50177,127.455574,2391.8267,0.96685816
alchemy_full,GATv2,Mean,2,51.336067,126.67192,2959.8342,0.970592297
alchemy_full,GATv2,Mean,4,50.30353,131.0681,2489.1667,0.967094581
alchemy_full,GATv2,Mean,1,50.5002,122.8275,2162.565,0.971249172
alchemy_full,GATv2,Mean,0,49.068726,127.55777,2949.026,0.967377165
alchemy_full,GATv2,Dense,3,17.307522,50.210747,1266.5281,0.995966943
alchemy_full,GATv2,Dense,2,15.508953,46.899345,2014.5483,0.995546086
alchemy_full,GATv2,Dense,4,19.36144,54.59413,1450.0723,0.995745919
alchemy_full,GATv2,Dense,1,16.614035,46.571537,1213.7227,0.995684247
alchemy_full,GATv2,Dense,0,20.0096,54.216457,2167.4536,0.995181544
alchemy_full,GATv2,Sum,3,43.66326,108.7724,2469.9429,0.979503205
alchemy_full,GATv2,Sum,2,50.61119,120.7834,3057.5547,0.980946534
alchemy_full,GATv2,Sum,4,42.05596,108.1638,2439.3433,0.979781925
alchemy_full,GATv2,Sum,1,50.07081,118.93879,1996.0197,0.979798905
alchemy_full,GATv2,Sum,0,43.57417,105.68398,3006.0703,0.980757665
alchemy_full,GATv2,Set Transformer,3,14.560382,44.21482,1599.609,0.997180664
alchemy_full,GATv2,Set Transformer,2,16.832224,47.46758,1391.0332,0.996534946
alchemy_full,GATv2,Set Transformer,4,16.052706,47.878006,1331.3683,0.996634563
alchemy_full,GATv2,Set Transformer,1,13.950801,41.399445,1197.7275,0.996612409
alchemy_full,GATv2,Set Transformer,0,14.160593,45.322582,1129.5968,0.996899431
alchemy_full,GATv2,GRU,3,14.340158,45.483486,930.70337,0.996645685
alchemy_full,GATv2,GRU,2,13.317063,42.93489,1443.9005,0.997181236
alchemy_full,GATv2,GRU,4,17.2966,47.486702,1411.488,0.997357086
alchemy_full,GATv2,GRU,1,16.092707,45.953373,1093.6917,0.997251378
alchemy_full,GATv2,GRU,0,15.11783,45.021774,1229.053,0.996135176
alchemy_full,GATv2,Max,3,61.846077,125.46124,1945.2825,0.990013663
alchemy_full,GATv2,Max,2,68.748535,140.26129,2192.5225,0.989893059
alchemy_full,GATv2,Max,4,70.12791,142.17317,2308.5994,0.988323013
alchemy_full,GATv2,Max,1,69.7593,139.54134,2104.0684,0.988631913
alchemy_full,GATv2,Max,0,66.373,135.99727,1964.5876,0.988833597
